"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","Ratio: GFP-A_mCherry-A","mCherry-A","Time"
122940.000000,126298.000000,63793.535156,93318.281250,62122.000000,98446.718750,121.040001,262143.000000,487.160004,2.461538
153261.000000,165816.000000,60573.847656,67987.101563,44428.000000,100288.164063,2611.260010,262143.000000,277.399994,2.461538
118509.500000,129386.000000,60026.886719,113225.796875,79066.000000,93850.273438,1059.099976,262143.000000,945.440002,2.463631
222226.000000,158372.000000,91959.453125,143646.890625,59424.000000,158421.578125,5352.459961,262143.000000,3271.800049,2.464678
88982.000000,108210.000000,53890.808594,59585.500000,46930.000000,83208.937500,664.830017,262143.000000,4538.719727,2.464678
121590.500000,96605.000000,82485.953125,138202.750000,75913.000000,119311.000000,870.419983,262143.000000,2852.280029,2.467818
152333.500000,151031.000000,66101.187500,157802.343750,107223.000000,96450.710938,327.519989,262143.000000,514.520020,2.468864
174698.000000,145620.000000,78622.507813,111747.507813,64128.000000,114201.054688,57.849998,262143.000000,52.439999,2.469911
163283.500000,173359.000000,61727.093750,179369.703125,117455.000000,100082.359375,965.649963,262143.000000,836.000000,2.475144
198188.500000,179109.000000,72517.195313,125531.828125,69637.000000,118139.132813,4872.750000,262143.000000,604.960022,2.475144
200368.000000,160610.000000,81759.023438,137950.000000,70162.000000,128854.523438,7079.949707,262143.000000,1418.160034,2.476191
105511.500000,125852.000000,54943.914063,59678.949219,44188.000000,88510.898438,482.380005,262143.000000,2387.919922,2.476191
145420.500000,162313.000000,58715.429688,122049.257813,86521.000000,92447.156250,1163.229980,262143.000000,2623.520020,2.476191
166852.000000,170722.000000,64050.406250,78626.156250,49238.000000,104651.781250,1148.099976,262143.000000,1390.799927,2.477237
115575.000000,127773.000000,59279.531250,65233.437500,46585.000000,91770.718750,2776.800049,262143.000000,5342.799805,2.478284
138524.000000,148205.000000,61255.074219,76497.281250,50157.000000,99952.664063,1340.339966,262143.000000,339.720001,2.479330
161332.000000,153321.000000,68960.242188,111090.687500,64025.000000,113712.445313,34.709999,262143.000000,1504.799927,2.479330
187252.000000,160506.000000,76456.632813,110098.335938,60554.000000,119156.531250,1219.299927,262143.000000,1643.880005,2.480377
160815.000000,171535.000000,61440.359375,133340.687500,87551.000000,99811.718750,1662.520020,262143.000000,7686.640137,2.480377
