"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","Ratio: GFP-A_mCherry-A","mCherry-A","Time"
123942.500000,129840.000000,62559.269531,95999.851563,56740.000000,110882.039063,19107.410156,262143.000000,10082.919922,7.037597
96075.500000,102263.000000,61570.695313,80951.726563,50003.000000,106098.687500,120.150002,262143.000000,25.080000,7.040340
132184.000000,121663.000000,71203.328125,84958.507813,54495.000000,102171.593750,82.769997,262143.000000,50.160000,7.040340
111824.500000,114789.000000,63843.492188,113303.226563,66661.000000,111391.085938,101.459999,262143.000000,78.279999,7.043085
107428.000000,126629.000000,55598.656250,70541.398438,50369.000000,91782.664063,55.180000,262143.000000,63.079998,7.044457
133992.000000,136589.000000,64289.941406,76181.328125,48653.000000,102616.890625,311.500000,262143.000000,193.800003,7.044457
148019.500000,165380.000000,58656.464844,182549.671875,128096.000000,93395.390625,1926.849976,262143.000000,1807.280029,7.044457
128362.000000,136271.000000,61732.371094,147448.078125,105295.000000,91772.226563,949.630005,262143.000000,391.399994,7.045829
157254.000000,168386.000000,61203.414063,130170.507813,91414.000000,93321.093750,692.419983,262143.000000,759.239990,7.045829
95924.500000,124325.000000,50565.117188,65989.046875,56241.000000,76895.117188,60.520000,262143.000000,77.519997,7.045829
94290.500000,104329.000000,59230.156250,106189.460938,77497.000000,89800.031250,396.049988,262143.000000,358.720001,7.045829
135095.500000,125680.000000,70445.734375,118728.671875,66272.000000,117410.101563,76365.562500,262143.000000,111859.835938,7.047201
98310.000000,130977.000000,49190.656250,75902.757813,61029.000000,81508.187500,169.099991,262143.000000,263.720001,7.052690
109973.500000,132101.000000,54558.429688,70934.781250,56417.000000,82400.375000,142.399994,262143.000000,318.440002,7.056806
74528.500000,89985.000000,54279.046875,91206.304688,69029.000000,86591.101563,1777.329956,262143.000000,1877.959961,7.059550
89941.500000,102017.000000,57778.664063,72309.828125,52913.000000,89560.164063,81.879997,262143.000000,47.119999,7.059550
81853.500000,96732.000000,55455.808594,78590.562500,59464.000000,86615.617188,183.339996,262143.000000,163.399994,7.062294
145017.500000,158720.000000,59878.195313,158962.000000,116324.000000,89557.906250,4861.179688,262143.000000,2208.560059,7.062294
109990.000000,127901.000000,56358.468750,89448.554688,70893.000000,82689.421875,6877.029785,262143.000000,9770.559570,7.071899
115563.500000,132753.000000,57050.078125,150256.031250,106113.000000,92798.992188,1571.739990,262143.000000,1357.359985,7.076015
134456.000000,115259.000000,76451.367188,104680.015625,50431.000000,136033.578125,6188.169922,262143.000000,6650.000000,7.077387
116274.000000,122944.000000,61980.523438,104969.265625,70864.000000,97077.015625,10094.379883,262143.000000,7050.520020,7.078760
138634.000000,158705.000000,57247.835938,90669.640625,69969.000000,84925.117188,30657.830078,262143.000000,38794.960938,7.081503
197188.500000,136161.000000,94909.304688,142126.765625,66129.000000,140852.281250,5412.089844,262143.000000,13300.759766,7.085621
109994.000000,130563.000000,55211.406250,71461.656250,53875.000000,86929.203125,347.989990,262143.000000,542.640015,7.096597
94747.000000,98529.000000,63020.421875,88659.125000,65157.000000,89174.828125,2311.330078,262143.000000,1596.760010,7.099342
139256.500000,150465.000000,60654.066406,105470.335938,69829.000000,98986.148438,86.330002,262143.000000,136.039993,7.099342
125861.500000,158913.000000,51905.500000,101638.000000,80577.000000,82665.625000,13612.549805,262143.000000,12992.959961,7.107574
148827.000000,165957.000000,58771.406250,145450.921875,102885.000000,92649.773438,39.160000,262143.000000,47.119999,7.108946
168435.500000,157328.000000,70162.906250,155906.640625,90500.000000,112900.523438,71469.671875,262143.000000,103232.320313,7.113063
55129.000000,64777.000000,55774.953125,66564.882813,51145.000000,85294.679688,29.369999,0.000000,-0.760000,7.115807
89817.000000,99098.000000,59398.238281,116191.281250,81822.000000,93064.351563,198.470001,262143.000000,154.279999,7.117179
127874.500000,146699.000000,57126.382813,126695.054688,88363.000000,93965.656250,4521.199707,262143.000000,3000.479980,7.122667
135241.500000,127113.000000,69726.835938,132748.843750,76137.000000,114265.460938,121883.718750,262143.000000,165347.125000,7.125412
106690.500000,111557.000000,62677.097656,93792.648438,65621.000000,93671.164063,776.080017,262143.000000,628.520020,7.128156
122112.000000,124024.000000,64525.671875,63218.480469,40092.000000,103339.484375,1315.419922,262143.000000,1837.679932,7.132272
187565.500000,190753.000000,64440.886719,103885.250000,68581.000000,99272.742188,258.989990,262143.000000,240.919998,7.133645
100888.000000,123247.000000,53646.714844,58455.199219,43247.000000,88582.328125,392.489990,262143.000000,466.639984,7.136388
90651.500000,101676.000000,58430.082031,92015.320313,68892.000000,87532.898438,509.079987,262143.000000,296.399994,7.139133
79154.000000,99032.000000,52381.421875,62036.558594,49528.000000,82087.468750,2154.689941,262143.000000,2212.359863,7.141877
107748.500000,120296.000000,58700.253906,99379.179688,72636.000000,89665.093750,1405.309937,262143.000000,2878.119873,7.141877
167254.500000,166732.000000,65741.367188,120115.289063,75528.000000,104224.601563,3237.820068,262143.000000,3214.040039,7.141877
80053.000000,102033.000000,51418.199219,114964.859375,92321.000000,81610.218750,484.160004,262143.000000,275.880005,7.143249
107739.000000,120103.000000,58789.402344,96505.367188,65863.000000,96026.242188,8334.849609,262143.000000,7491.319824,7.144621
158238.000000,137521.000000,75408.742188,135195.453125,75633.000000,117146.882813,471.699982,262143.000000,15093.599609,7.154227
136172.000000,137473.000000,64915.789063,158646.062500,101717.000000,102215.257813,37138.808594,262143.000000,4511.359863,7.154227
174208.000000,102958.000000,110888.859375,87280.515625,36778.000000,155528.187500,846.390015,262143.000000,1307.959961,7.154227
71647.000000,89927.000000,52214.109375,73687.546875,59959.000000,80541.492188,2528.489990,262143.000000,1057.920044,7.162459
99018.500000,115796.000000,56040.593750,149726.484375,110896.000000,88483.585938,44864.007813,262143.000000,56996.199219,7.162459
192898.000000,205333.000000,61567.125000,132825.375000,85489.000000,101824.148438,27227.769531,262143.000000,24221.199219,7.162459
76160.000000,90693.000000,55034.257813,86572.968750,67505.000000,84047.789063,9093.129883,262143.000000,8453.479492,7.162459
89217.000000,112642.000000,51907.148438,100902.859375,84482.000000,78274.304688,40809.167969,262143.000000,59551.320313,7.162459
131268.000000,113977.000000,75478.203125,104565.210938,68077.000000,100662.273438,1143.650024,262143.000000,1195.479980,7.163831
160635.500000,159289.000000,66089.984375,139756.703125,84665.000000,108180.429688,681.739990,262143.000000,461.320007,7.169320
97478.000000,96050.000000,66510.343750,101008.765625,58902.000000,112385.156250,559.809998,262143.000000,532.760010,7.169320
112487.500000,126928.000000,58080.023438,79736.875000,55316.000000,94468.796875,39.160000,262143.000000,68.400002,7.173436
96329.000000,104676.000000,60310.074219,108352.156250,68144.000000,104205.320313,5966.560059,262143.000000,4594.199707,7.173436
158741.500000,156134.000000,66630.484375,125854.007813,75382.000000,109415.625000,5297.279785,262143.000000,6508.640137,7.174809
103895.500000,94748.000000,71863.218750,75261.960938,44296.000000,111350.187500,3388.229980,262143.000000,3949.719971,7.174809
111539.000000,132642.000000,55109.390625,131154.843750,101078.000000,85036.937500,44837.308594,262143.000000,53441.679688,7.176180
165701.000000,171706.000000,63244.039063,114700.531250,71886.000000,104568.539063,469.029999,262143.000000,560.880005,7.178925
166998.500000,131164.000000,83440.679688,143743.890625,74360.000000,126686.398438,19953.798828,262143.000000,18027.958984,7.180296
110672.500000,127908.000000,56705.082031,109371.210938,82016.000000,87394.554688,2728.739990,262143.000000,3543.119873,7.181669
141699.000000,152269.000000,60986.714844,95521.031250,75485.000000,82931.265625,45476.328125,262143.000000,72944.796875,7.185785
170978.000000,170992.000000,65530.632813,148396.812500,85316.000000,113991.906250,1906.380005,262143.000000,1272.239990,7.185785
105566.000000,133100.000000,51978.765625,132861.875000,106664.000000,81632.375000,66248.929688,262143.000000,110012.281250,7.188529
147223.500000,153880.000000,62701.062500,118283.671875,75756.000000,102326.406250,15865.139648,262143.000000,15195.439453,7.189901
120605.500000,115625.000000,68358.937500,139111.453125,87245.000000,104496.632813,3568.899902,262143.000000,2438.080078,7.196762
183106.500000,188713.000000,63588.984375,165915.578125,110765.000000,98166.781250,97.900002,262143.000000,82.080002,7.198133
150292.500000,153756.000000,64059.742188,93863.851563,53964.000000,113991.945313,89.000000,262143.000000,90.440002,7.200878
97869.500000,114832.000000,55855.296875,89194.906250,68864.000000,84884.382813,17153.859375,262143.000000,17280.878906,7.202251
173530.500000,182219.000000,62411.136719,112396.320313,64139.000000,114844.406250,5183.359863,262143.000000,3492.199951,7.207739
112135.500000,127465.000000,57654.351563,144777.187500,103241.000000,91902.609375,137.949997,262143.000000,143.639999,7.209111
80695.500000,80480.000000,65711.484375,43697.218750,26672.000000,107368.812500,8891.099609,262143.000000,11396.959961,7.210483
137275.000000,129417.000000,69515.242188,124777.109375,74489.000000,109779.867188,16731.109375,262143.000000,13356.240234,7.217344
136998.000000,133088.000000,67461.390625,84359.539063,48240.000000,114605.859375,852.619995,262143.000000,753.159973,7.221460
166495.000000,157732.000000,69176.929688,132623.343750,73796.000000,117778.796875,32706.609375,262143.000000,21609.080078,7.224204
65901.500000,61709.000000,69988.507813,65842.195313,40905.000000,105489.164063,26.699999,0.000000,-11.400000,7.224204
152835.500000,108305.000000,92481.664063,140806.890625,57493.000000,160505.125000,35262.687500,262143.000000,46924.679688,7.231065
203201.000000,152741.000000,87186.679688,143664.687500,71829.000000,131078.093750,11607.379883,262143.000000,10649.879883,7.232437
100188.500000,119502.000000,54944.300781,82664.085938,60058.000000,90204.031250,226.059998,262143.000000,63.079998,7.233809
71884.000000,81472.000000,57823.421875,101042.585938,71588.000000,92500.515625,3352.629883,262143.000000,2936.639893,7.235181
102542.500000,110949.000000,60570.402344,83806.851563,51573.000000,106496.929688,412.070007,262143.000000,161.880005,7.235181
118260.000000,103042.000000,75214.835938,114916.796875,66838.000000,112678.226563,274.119995,262143.000000,84.360001,7.235181
