"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","mCherry-A","Time"
113080.203125,64961.644531,114080.000000,83046.320313,83086.890625,65504.000000,45.099998,4050.969971,0.191952
119273.406250,72032.046875,108517.000000,95655.460938,90799.320313,69041.000000,546.940002,1041.039917,0.191952
141809.406250,77399.117188,120074.000000,155265.359375,96116.515625,105866.000000,725.700012,5038.109863,0.191952
135648.000000,73964.164063,120191.000000,101976.835938,93346.664063,71595.000000,473.959991,4046.349854,0.191952
114071.406250,64549.351563,115815.000000,94017.101563,83726.328125,73591.000000,31.980000,1064.140015,0.191952
102465.601563,62802.175781,106926.000000,67814.000000,83347.554688,53322.000000,193.520004,1486.869995,0.191952
118806.601563,69249.875000,112435.000000,107761.937500,93368.328125,75639.000000,1528.479980,4386.689941,0.192555
98787.007813,61536.246094,105208.000000,63283.500000,77272.085938,53672.000000,2860.159912,7207.199707,0.192555
142969.203125,70952.484375,132055.000000,96855.117188,87877.750000,72231.000000,473.959991,1408.329956,0.193159
97839.000000,63393.910156,101145.000000,65319.558594,80013.132813,53501.000000,942.179993,1199.659912,0.193159
138870.000000,70397.468750,129280.000000,111844.718750,86551.296875,84688.000000,95.120003,4946.479980,0.193159
110666.406250,66269.804688,109441.000000,74578.179688,85678.945313,57045.000000,59.860001,3379.530029,0.193763
128758.203125,72804.203125,115904.000000,123495.281250,90582.742188,89348.000000,8.200000,6185.409668,0.193763
115753.203125,67562.054688,112282.000000,136952.296875,85856.875000,104538.000000,4066.379883,8070.369629,0.193763
138345.000000,74319.250000,121995.000000,115729.882813,94887.765625,79931.000000,525.619995,4957.259766,0.193763
123490.804688,65674.703125,123230.000000,124018.437500,85491.453125,95070.000000,2109.040039,6401.779785,0.193763
131547.609375,69685.203125,123715.000000,118255.476563,84207.000000,92035.000000,537.099976,3730.649902,0.193763
122910.007813,69333.531250,116178.000000,134784.218750,81353.671875,108578.000000,250.919998,7201.810059,0.194366
91582.804688,63247.218750,94897.000000,67568.000000,77538.335938,57109.000000,20.500000,1151.150024,0.194970
96442.203125,66073.960938,95657.000000,81489.960938,81818.304688,65273.000000,2059.840088,3635.169922,0.194970
113532.007813,67253.906250,110632.000000,90670.679688,82737.312500,71820.000000,1455.500000,4543.770020,0.194970
118809.601563,65914.710938,118127.000000,96685.382813,84857.218750,74671.000000,396.880005,5931.310059,0.195573
119958.007813,66941.718750,117439.000000,78498.601563,81032.093750,63487.000000,1279.199951,3093.859863,0.195573
105810.601563,61515.019531,112727.000000,68985.781250,79810.976563,56647.000000,1604.739990,4615.379883,0.195573
92881.804688,60092.820313,101295.000000,57376.218750,78502.851563,47899.000000,62.320000,637.559998,0.196177
123366.007813,66922.562500,120810.000000,103968.617188,83047.171875,82046.000000,1239.839966,2956.799805,0.196177
152577.609375,74500.640625,134218.000000,126906.476563,95031.226563,87518.000000,3371.020020,7713.859863,0.196781
128249.406250,70477.062500,119258.000000,86244.320313,89821.507813,62926.000000,1049.599976,1716.329956,0.196781
111001.203125,69796.171875,104226.000000,90804.335938,83335.007813,71410.000000,9.840000,1170.400024,0.196781
145966.203125,76578.570313,124918.000000,146622.562500,92936.304688,103394.000000,50.020000,12102.859375,0.197384
110320.203125,68255.320313,105925.000000,87028.242188,89070.992188,64033.000000,1058.619995,2365.439941,0.197384
114124.804688,67236.164063,111239.000000,84160.703125,86004.523438,64131.000000,86.919998,3753.750000,0.197384
125216.406250,69043.648438,118855.000000,107174.000000,91661.632813,76627.000000,24.600000,20.789999,0.197384
111515.406250,65332.359375,111863.000000,74684.781250,83140.125000,58871.000000,1606.380005,2220.679932,0.197988
102798.007813,69144.656250,97433.000000,87839.218750,90768.531250,63421.000000,318.980011,3944.709961,0.197988
123378.601563,71124.078125,113685.000000,95158.539063,99195.312500,62869.000000,1477.640015,2122.119873,0.197988
118055.406250,67602.875000,114446.000000,90557.515625,90279.250000,65738.000000,420.660004,3058.439941,0.198592
103597.804688,63507.398438,106907.000000,69120.257813,79690.828125,56843.000000,2059.840088,3786.859863,0.198592
88022.406250,64744.847656,89098.000000,69040.718750,83280.929688,54330.000000,2525.600098,7154.069824,0.198592
110269.203125,66241.976563,109094.000000,93160.195313,86284.898438,70758.000000,999.580017,2698.849854,0.198592
103351.804688,63780.781250,106196.000000,69340.835938,87122.718750,52160.000000,696.179993,3273.270020,0.198592
93252.601563,65494.984375,93311.000000,68466.718750,83496.812500,53739.000000,77.900002,2460.919922,0.198592
131479.203125,71226.468750,120975.000000,121265.695313,90146.992188,88159.000000,2995.459961,4332.020020,0.199195
87088.804688,60402.707031,94490.000000,57684.539063,77400.882813,48842.000000,874.119995,1841.069946,0.199195
129751.203125,67886.343750,125259.000000,136749.765625,84179.781250,106463.000000,175.479996,1837.219971,0.199195
111602.406250,66143.132813,110578.000000,95214.296875,84481.390625,73862.000000,787.200012,3681.369873,0.199799
105967.804688,63458.480469,109437.000000,71586.820313,78768.218750,59561.000000,24.600000,1248.169922,0.199799
126978.007813,68794.273438,120964.000000,118139.039063,89263.507813,86736.000000,86.919998,2338.489990,0.199799
119735.406250,70377.132813,111499.000000,109472.460938,89955.335938,79755.000000,1855.660034,4028.639893,0.200402
111817.804688,65022.417969,112701.000000,87265.218750,79174.515625,72233.000000,764.239990,2019.709961,0.201006
122893.203125,69171.039063,116435.000000,126202.921875,86324.484375,95811.000000,581.380005,1878.029907,0.201006
114432.007813,65530.847656,114441.000000,110959.937500,85482.031250,85069.000000,429.679993,7371.209961,0.201610
99559.203125,62988.359375,103586.000000,66427.382813,78244.820313,55638.000000,20.500000,35.419998,0.201610
119047.203125,64171.785156,121578.000000,84866.718750,78122.101563,71194.000000,777.359985,3081.540039,0.201610
111668.406250,64946.496094,112682.000000,73553.179688,86625.828125,55646.000000,57.399998,4057.129883,0.201610
96420.000000,64206.195313,98417.000000,79090.640625,81661.250000,63473.000000,1539.959961,2898.280029,0.201610
123342.601563,70207.242188,115136.000000,120263.656250,89837.218750,87732.000000,215.660004,6545.000000,0.201610
163379.406250,79098.382813,135366.000000,151326.906250,100931.835938,98258.000000,358.339996,1643.179932,0.202213
111865.804688,66309.437500,110561.000000,96980.578125,83887.265625,75765.000000,2118.060059,3936.239990,0.202817
150639.609375,74909.460938,131790.000000,139210.578125,92628.023438,98494.000000,3063.520020,5646.409668,0.202817
141955.203125,70781.578125,131435.000000,172711.671875,88798.132813,127467.000000,56.579998,3780.699951,0.202817
128346.601563,71339.234375,117906.000000,77699.921875,88304.062500,57666.000000,1334.140015,4539.149902,0.202817
124156.804688,66017.109375,123252.000000,112504.820313,86421.265625,85316.000000,3383.320068,5763.449707,0.202817
113093.406250,67226.812500,110249.000000,72092.757813,87680.632813,53885.000000,600.239990,4039.419922,0.202817
126307.203125,69234.437500,119560.000000,106745.140625,86481.359375,80892.000000,425.579987,3868.479980,0.202817
135723.609375,72438.382813,122791.000000,108955.859375,88769.515625,80439.000000,26.240000,83.930000,0.202817
137196.609375,82053.289063,109579.000000,118862.281250,102975.117188,75647.000000,71.339996,1643.179932,0.202817
124778.406250,66318.039063,123307.000000,97899.796875,86126.062500,74495.000000,1772.839966,5798.100098,0.203421
115855.203125,68651.835938,110597.000000,69581.101563,89369.273438,51025.000000,33.619999,4389.000000,0.203421
143956.812500,73281.656250,128741.000000,121929.898438,93783.210938,85205.000000,182.039993,4894.889648,0.203421
100137.601563,61779.195313,106227.000000,64851.339844,80216.250000,52983.000000,95.940002,2156.000000,0.203421
123644.406250,69289.164063,116947.000000,100368.820313,89484.953125,73507.000000,131.199997,3707.549805,0.203421
96997.203125,58362.714844,108919.000000,50767.839844,72298.859375,46019.000000,22.959999,11.549999,0.203421
104600.406250,69656.375000,98413.000000,94135.179688,88135.828125,69997.000000,1104.540039,3064.599854,0.203421
105780.601563,64744.359375,107074.000000,73755.718750,84054.796875,57506.000000,150.880005,5021.939941,0.204024
101987.406250,65960.531250,101331.000000,83942.578125,83389.078125,65971.000000,22.959999,45.430000,0.204024
128064.601563,68382.375000,122734.000000,102165.437500,87206.156250,76778.000000,127.099998,405.789978,0.204024
102073.203125,62535.937500,106970.000000,60153.558594,79644.101563,49498.000000,208.279999,1335.949951,0.204024
144652.203125,71625.539063,132354.000000,133969.140625,88647.257813,99042.000000,27.059999,-4.620000,0.204024
122696.406250,74425.742188,108041.000000,93338.140625,94054.281250,65037.000000,1469.439941,2048.199951,0.204024
113943.007813,65858.531250,113385.000000,96331.960938,84767.273438,74477.000000,296.019989,2305.379883,0.205231
120948.007813,67732.382813,117026.000000,83730.203125,83584.804688,65650.000000,2984.800049,4211.899902,0.205231
132262.203125,72320.781250,119854.000000,124954.882813,88371.601563,92666.000000,332.919983,6317.080078,0.205231
119604.601563,66549.562500,117783.000000,95494.742188,85939.101563,72823.000000,-0.820000,33.879997,0.205835
141820.812500,75002.976563,123920.000000,140781.703125,94979.109375,97140.000000,53.299999,2285.359863,0.205835
118281.601563,64284.679688,120584.000000,106816.476563,82840.156250,84504.000000,1683.459961,4912.600098,0.205835
120789.007813,69941.320313,113181.000000,91990.882813,84245.804688,71561.000000,3656.379883,4657.729980,0.205835
144012.000000,72884.023438,129493.000000,136414.375000,92892.351563,96241.000000,738.820007,2777.389893,0.206439
102388.203125,66145.984375,101444.000000,72670.859375,83424.843750,57088.000000,740.460022,3290.209961,0.206439
95007.601563,65719.726563,94742.000000,70570.015625,84714.000000,54594.000000,1368.579956,26.180000,0.207042
138338.406250,73891.734375,122695.000000,137234.375000,96795.906250,92915.000000,1248.859985,2546.389893,0.207646
112606.804688,67895.195313,108694.000000,75681.898438,84006.125000,59042.000000,54.119999,806.959961,0.207646
121044.601563,66124.125000,119968.000000,104581.156250,86272.484375,79444.000000,13.120000,27.719999,0.207646
127061.406250,71235.085938,116896.000000,118653.179688,86539.070313,89856.000000,90.199997,6069.909668,0.207646
107124.601563,65159.851563,107743.000000,97878.476563,80784.906250,79403.000000,0.820000,1956.569946,0.207646
101755.804688,66912.859375,99662.000000,88248.398438,83251.007813,69470.000000,4060.639893,3833.829834,0.207646
133759.812500,68698.093750,127603.000000,101918.617188,86012.984375,77655.000000,2005.719971,3296.369873,0.207646
101697.007813,67014.054688,99454.000000,71808.218750,80701.437500,58314.000000,16.400000,23.099998,0.207646
154733.406250,71779.718750,141274.000000,138974.421875,93924.171875,96970.000000,3870.399902,5943.629883,0.208249
119444.406250,67967.718750,115171.000000,101309.359375,86677.507813,76599.000000,7.380000,113.189995,0.208249
135544.203125,68688.148438,129324.000000,108646.718750,92644.304688,76856.000000,52.480000,6911.520020,0.208249
127923.601563,67510.601563,124182.000000,100418.835938,91558.593750,71878.000000,284.540009,4739.350098,0.208249
75612.000000,55661.359375,89026.000000,46326.718750,73452.070313,41334.000000,1379.239990,1901.130005,0.208249
123724.203125,65834.093750,123164.000000,85576.835938,93255.132813,60140.000000,1872.059937,4991.139648,0.208249
124947.007813,69955.125000,117054.000000,105458.562500,88590.921875,78014.000000,45.099998,1601.599976,0.208249
134983.812500,75360.132813,117387.000000,133892.875000,98572.250000,89019.000000,18.860001,60.829998,0.208853
99769.203125,66653.835938,98096.000000,89735.882813,86038.906250,68352.000000,753.580017,2441.669922,0.208853
100481.406250,65367.117188,100741.000000,75415.398438,83508.046875,59185.000000,330.459991,3485.020020,0.209457
88274.406250,62588.191406,92432.000000,81368.601563,78494.070313,67936.000000,88.559998,997.149963,0.209457
105808.203125,66935.460938,103596.000000,80467.421875,84652.515625,62296.000000,1994.239990,3971.659912,0.209457
116520.007813,68586.250000,111338.000000,109548.718750,84664.546875,84798.000000,18.860001,143.220001,0.209457
112106.406250,67111.265625,109475.000000,86426.359375,84949.945313,66675.000000,1493.219971,2850.540039,0.209457
90641.406250,61071.843750,97267.000000,58242.140625,80473.890625,47431.000000,5.740000,33.879997,0.209457
103247.406250,63910.140625,105874.000000,59855.078125,82816.000000,47366.000000,165.639999,3653.649902,0.210060
99529.203125,62262.515625,104762.000000,54846.519531,79224.632813,45370.000000,505.119995,3808.419922,0.210060
111330.601563,68424.406250,106631.000000,93311.078125,88366.609375,69203.000000,75.440002,4609.219727,0.210060
135416.406250,72192.710938,122930.000000,115647.062500,92222.703125,82182.000000,323.899994,5296.060059,0.210060
130446.601563,70506.804688,121250.000000,121488.742188,83125.078125,95782.000000,1.640000,80.080002,0.210060
119639.406250,67507.164063,116146.000000,102475.398438,81862.406250,82038.000000,423.940002,1683.989990,0.210664
123730.804688,71261.289063,113790.000000,107261.742188,92030.921875,76382.000000,1213.599976,2006.619995,0.210664
108256.804688,64657.902344,109727.000000,68818.500000,80960.914063,55707.000000,17.219999,13.090000,0.210664
120549.601563,66611.625000,118603.000000,78184.539063,84997.460938,60283.000000,22.959999,868.559998,0.210664
113903.406250,65872.820313,113321.000000,121503.500000,79228.421875,100505.000000,66.419998,3450.369873,0.210664
105892.804688,65644.367188,105718.000000,73527.757813,77433.968750,62230.000000,19.680000,38.500000,0.210664
130659.007813,67541.171875,126780.000000,114646.656250,87975.781250,85404.000000,2508.379883,3923.149902,0.210664
118357.203125,66309.257813,116977.000000,93539.859375,90612.812500,67653.000000,98.400002,1282.049927,0.211268
99757.804688,64413.652344,101496.000000,87990.101563,80170.718750,71928.000000,995.479980,3050.739990,0.211268
106745.406250,65982.546875,106023.000000,84278.781250,91677.507813,60247.000000,18.039999,77.000000,0.211268
135096.609375,74328.937500,119115.000000,112928.757813,95079.570313,77839.000000,90.199997,4122.580078,0.211871
106485.007813,67844.312500,102862.000000,115726.601563,86917.632813,87258.000000,280.440002,2337.719971,0.211871
122190.007813,68250.617188,117330.000000,94164.695313,83881.718750,73570.000000,2509.199951,4170.319824,0.211871
91533.601563,62671.035156,95718.000000,65462.238281,76672.507813,55954.000000,448.540009,2584.889893,0.212475
118921.203125,66905.500000,116487.000000,80074.640625,81458.039063,64423.000000,2508.379883,3756.829834,0.213682
129197.406250,70650.265625,119845.000000,105444.617188,91362.937500,75637.000000,57.399998,3819.199951,0.213682
116326.203125,70278.062500,108477.000000,80368.203125,91047.562500,57849.000000,2847.859863,4553.009766,0.213682
105749.406250,67225.335938,103092.000000,98086.757813,87797.945313,73216.000000,836.399963,5450.830078,0.213682
108817.203125,65757.296875,108451.000000,104764.835938,86390.296875,79475.000000,221.399994,136.289993,0.213682
111385.804688,68654.062500,106327.000000,94771.500000,89126.312500,69687.000000,41.000000,7312.689941,0.214286
120451.804688,68488.023438,115260.000000,100508.218750,84456.195313,77992.000000,1246.400024,7147.139648,0.214286
137562.609375,93726.843750,96187.000000,100162.179688,105603.835938,62159.000000,45.099998,4170.319824,0.214286
102910.203125,63596.890625,106048.000000,72418.296875,80539.054688,58928.000000,31.980000,194.039993,0.216097
134498.406250,68258.453125,129134.000000,118615.460938,85212.359375,91226.000000,83.639999,3200.119873,0.216097
132137.406250,70789.554688,122331.000000,107980.062500,92225.859375,76731.000000,625.659973,3136.209961,0.216097
106321.203125,64182.699219,108563.000000,84332.898438,84530.242188,65383.000000,1376.780029,2298.449951,0.216097
96715.804688,63047.000000,100534.000000,70281.382813,78586.601563,58610.000000,453.459991,687.609985,0.216097
109986.601563,66261.101563,108783.000000,97045.359375,85890.921875,74047.000000,546.119995,1641.640015,0.216097
112429.804688,65191.464844,113024.000000,67687.718750,84135.921875,52724.000000,4027.839844,2647.260010,0.216097
100228.203125,63728.460938,103071.000000,67968.976563,87220.046875,51071.000000,425.579987,1245.859985,0.216097
90903.601563,67828.656250,87831.000000,93266.796875,80490.031250,75939.000000,20.500000,10.010000,0.216097
85501.203125,61758.460938,90731.000000,43689.601563,79678.359375,35935.000000,482.160004,1841.839966,0.216700
83550.000000,58865.945313,93017.000000,62628.320313,75325.468750,54489.000000,9.840000,1309.000000,0.216700
117675.601563,65659.656250,117454.000000,79143.117188,81843.078125,63374.000000,2496.080078,4030.949951,0.216700
118359.007813,67500.117188,114915.000000,93769.460938,88310.687500,69587.000000,33.619999,1983.519897,0.217304
108469.203125,65326.535156,108817.000000,78995.515625,79265.226563,65313.000000,2906.080078,4444.439941,0.217304
116880.601563,67329.007813,113768.000000,93551.335938,91567.296875,66956.000000,14.760000,2181.409912,0.217304
124462.804688,71640.062500,113858.000000,87864.640625,91178.656250,63154.000000,3052.859863,6230.069824,0.217304
119746.203125,66042.960938,118827.000000,93247.937500,85166.156250,71755.000000,62.320000,4423.649902,0.217304
105834.007813,67655.804688,102518.000000,87025.781250,87746.117188,64998.000000,473.139984,1460.689941,0.217907
155792.406250,81160.023438,125801.000000,135608.312500,110894.882813,80141.000000,799.500000,4804.029785,0.217907
114549.007813,67654.546875,110962.000000,96130.242188,86327.273438,72978.000000,1610.479980,4587.659668,0.217907
144432.609375,72660.343750,130271.000000,121226.335938,92248.179688,86123.000000,38.540001,3143.139893,0.217907
118719.601563,66155.992188,117607.000000,94361.500000,85388.273438,72423.000000,280.440002,2266.109863,0.218511
119071.203125,66550.546875,117256.000000,84350.937500,84340.640625,65544.000000,2210.719971,2988.369873,0.218511
113630.406250,64779.726563,114957.000000,89448.062500,81497.976563,71929.000000,1920.439941,2336.949951,0.218511
124864.203125,69957.171875,116973.000000,99003.515625,88972.156250,72925.000000,1869.599976,5589.429688,0.218511
131517.609375,69259.507813,124447.000000,120018.476563,85173.648438,92347.000000,32.799999,111.649994,0.218511
102298.804688,62987.414063,106438.000000,69456.460938,81818.648438,55634.000000,1000.399963,4034.799805,0.219115
142809.000000,72770.843750,128611.000000,138012.562500,94260.765625,95955.000000,10.660000,221.759995,0.219115
99915.007813,65033.519531,100687.000000,71168.617188,82604.656250,56463.000000,2555.119873,4679.290039,0.219718
107585.406250,68845.257813,102414.000000,97043.718750,89689.148438,70910.000000,2363.239990,4045.579834,0.219718
165421.203125,77708.007813,139510.000000,135726.406250,100076.117188,88882.000000,615.820007,5904.359863,0.219718
127526.406250,70818.468750,118014.000000,100553.320313,89694.601563,73470.000000,378.839996,458.149994,0.219718
120871.804688,61901.839844,127968.000000,93776.835938,77410.312500,79392.000000,55.759998,4668.509766,0.219718
140139.609375,70543.968750,130191.000000,125075.421875,93933.773438,87263.000000,2399.320068,6354.040039,0.219718
101283.601563,64715.328125,102568.000000,68515.921875,82359.859375,54520.000000,570.719971,1268.959961,0.219718
92113.203125,83570.726563,72235.000000,83346.437500,82030.906250,66587.000000,95.120003,1325.939941,0.219718
129700.804688,75527.328125,112543.000000,111636.437500,94267.632813,77611.000000,11.480000,478.940002,0.219718
155894.406250,76932.960938,132800.000000,143690.234375,98006.781250,96084.000000,1632.619995,4617.689941,0.220926
149665.812500,75171.859375,130481.000000,133961.765625,93731.046875,93665.000000,410.820007,5353.810059,0.220926
120097.804688,70473.835938,111683.000000,107848.039063,92956.250000,76035.000000,29.520000,78.540001,0.220926
122767.203125,66623.656250,120763.000000,87922.859375,91638.101563,62879.000000,4981.500000,7905.589844,0.221529
108624.007813,67230.640625,105886.000000,87410.359375,79516.468750,72042.000000,15.580000,59.289997,0.222133
126657.601563,70090.718750,118427.000000,91430.820313,91437.796875,65531.000000,3795.780029,4094.089844,0.222133
115861.203125,66133.171875,114815.000000,83029.101563,83745.992188,64975.000000,1735.119995,2793.559814,0.222736
141953.406250,70227.140625,132471.000000,122750.718750,92864.718750,86627.000000,40.180000,6404.859863,0.223340
134121.000000,70655.492188,124403.000000,113765.976563,90090.117188,82759.000000,1749.880005,4822.509766,0.223340
88772.406250,59617.656250,97585.000000,57272.078125,76956.156250,48773.000000,275.519989,2068.219971,0.223340
89298.000000,62925.894531,93002.000000,55635.359375,80820.125000,45114.000000,727.339966,2640.329834,0.223340
91079.406250,63854.378906,93478.000000,93844.078125,78332.093750,78514.000000,2046.719971,5316.850098,0.223944
111455.406250,66541.632813,109771.000000,69712.296875,85698.359375,53311.000000,109.879997,2400.089844,0.223944
103932.007813,64159.378906,106162.000000,75793.421875,80315.585938,61846.000000,1053.699951,1917.299927,0.223944
118212.007813,71430.539063,108457.000000,128375.921875,89845.734375,93641.000000,151.699997,5112.799805,0.223944
128580.601563,74660.734375,112866.000000,104716.460938,95101.273438,72162.000000,1483.380005,3385.689941,0.224547
118474.203125,69926.195313,111036.000000,118395.695313,90298.625000,85928.000000,17.219999,26.949999,0.224547
80565.601563,62707.964844,84199.000000,58553.738281,79457.039063,48295.000000,2976.599854,2585.659912,0.224547
142816.812500,69837.648438,134020.000000,140487.312500,82402.320313,111732.000000,36.079998,104.720001,0.224547
96170.406250,61798.910156,101986.000000,74661.820313,78836.031250,62066.000000,390.320007,4049.429932,0.224547
127241.406250,67946.125000,122728.000000,91800.640625,85114.695313,70684.000000,121.360001,5948.250000,0.224547
116886.601563,70327.484375,108923.000000,103143.695313,85817.992188,78767.000000,217.300003,201.739990,0.224547
142527.609375,73822.515625,126529.000000,110285.898438,96667.023438,74769.000000,104.139999,4462.149902,0.224547
124737.601563,67867.718750,120452.000000,99731.679688,84501.421875,77348.000000,3728.540039,4576.879883,0.224547
130824.601563,71566.359375,119801.000000,91223.359375,90301.554688,66205.000000,1939.299927,5471.619629,0.224547
93849.000000,62816.488281,97912.000000,75592.515625,83060.007813,59644.000000,18.039999,89.320000,0.225151
116569.804688,68202.679688,112012.000000,108876.320313,87075.554688,81944.000000,18.039999,2530.219971,0.225151
121502.406250,66927.070313,118977.000000,83976.203125,91278.664063,60293.000000,3787.580078,5138.209961,0.225151
125103.007813,68392.460938,119878.000000,120836.835938,91667.585938,86390.000000,113.159996,1630.089966,0.225151
111835.203125,64708.140625,113266.000000,79741.718750,84156.554688,62098.000000,907.739990,2072.839844,0.225151
108028.203125,65841.484375,107527.000000,69588.476563,83485.281250,54627.000000,1236.559937,1583.890015,0.225151
131574.609375,76018.679688,113431.000000,116477.718750,107928.851563,70727.000000,273.880005,950.949951,0.225151
106287.601563,67021.367188,103932.000000,102440.960938,84668.953125,79292.000000,2.460000,46.969997,0.225755
127905.007813,71374.664063,117442.000000,105175.656250,90005.375000,76582.000000,36.079998,4125.659668,0.225755
115725.007813,65407.707031,115952.000000,78692.937500,77683.015625,66388.000000,2737.159912,3197.809814,0.225755
108314.406250,67613.062500,104987.000000,86103.281250,86315.328125,65375.000000,3202.099854,6031.409668,0.226358
115495.804688,65032.503906,116390.000000,88686.281250,84791.882813,68546.000000,1694.939941,6475.699707,0.226962
136911.000000,72527.531250,123713.000000,106367.117188,102680.484375,67889.000000,5755.580078,1901.899902,0.227565
149567.406250,69742.156250,140547.000000,153497.437500,80057.367188,125655.000000,39.360001,28.490000,0.227565
133162.203125,69346.015625,125846.000000,87858.898438,87551.640625,65766.000000,22.139999,37.730000,0.228169
129755.406250,70252.562500,121044.000000,111774.195313,84310.507813,86884.000000,998.760010,7683.059570,0.228169
131813.406250,69561.171875,124186.000000,88565.742188,95048.710938,61066.000000,713.399963,5309.919922,0.228169
131542.812500,75158.140625,114702.000000,83494.859375,89506.976563,61134.000000,243.539993,1721.719971,0.228773
94399.203125,62441.800781,99077.000000,71271.117188,80954.367188,57697.000000,1193.920044,2227.609863,0.228773
96099.601563,63936.972656,98503.000000,69485.976563,77289.726563,58919.000000,10.660000,890.119995,0.228773
126296.406250,70445.820313,117494.000000,96096.617188,86696.234375,72642.000000,31.160000,46.969997,0.229376
101329.804688,63263.917969,104969.000000,73710.617188,80088.515625,60317.000000,14.760000,125.509995,0.229376
130596.007813,69407.203125,123312.000000,102229.398438,83595.851563,80144.000000,-0.820000,17.709999,0.229980
129125.406250,75220.335938,112501.000000,134622.671875,87148.296875,101237.000000,3075.000000,8624.769531,0.229980
