"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","mCherry-A","Time"
101956.804688,67221.750000,99400.000000,47329.578125,83104.476563,37324.000000,29.520000,12.320000,0.467381
91969.203125,62688.976563,96146.000000,61267.121094,83396.375000,48146.000000,492.820007,469.699982,0.471032
122280.007813,67875.109375,118066.000000,90298.398438,94470.101563,62642.000000,28.699999,20.789999,0.477118
131771.406250,77868.484375,110902.000000,83293.140625,99000.679688,55138.000000,27.879999,10.010000,0.480769
118363.203125,65610.390625,118229.000000,125131.179688,82853.570313,98977.000000,33.619999,30.799999,0.483204
95683.203125,69854.445313,89768.000000,71152.218750,93143.281250,50063.000000,8719.879883,1737.890015,0.485638
94776.601563,65013.707031,95538.000000,75537.578125,82323.328125,60134.000000,22.959999,15.400000,0.486855
119191.203125,69719.609375,112039.000000,108401.539063,84390.000000,84183.000000,33.619999,56.209999,0.486855
103407.007813,68447.132813,99009.000000,90356.617188,82312.054688,71941.000000,1685.920044,903.979980,0.486855
85546.203125,65403.890625,85719.000000,105009.195313,83075.398438,82839.000000,41.000000,48.509998,0.486855
102334.203125,62405.898438,107467.000000,86063.101563,79900.164063,70591.000000,34.439999,46.969997,0.486855
129159.601563,74613.515625,113446.000000,82763.421875,93096.421875,58262.000000,104.139999,95.479996,0.486855
88849.203125,64958.570313,89639.000000,60321.660156,88110.203125,44867.000000,24.600000,30.029999,0.491723
105084.601563,69778.148438,98696.000000,105556.960938,83717.953125,82632.000000,26.240000,18.480000,0.492941
124433.406250,72122.289063,113070.000000,90884.695313,88621.031250,67210.000000,25.420000,25.410000,0.497809
102760.203125,67178.992188,100247.000000,68170.703125,82975.234375,53843.000000,-11.480000,3.080000,0.499026
100815.007813,66229.742188,99759.000000,97532.437500,81546.843750,78383.000000,54.119999,71.610001,0.500243
123780.601563,73190.648438,110835.000000,128003.640625,98397.125000,85255.000000,2339.459961,1547.699951,0.500243
98448.601563,61859.914063,104299.000000,75391.617188,77829.734375,63483.000000,9.840000,26.180000,0.501461
127108.203125,66783.960938,124733.000000,93748.140625,86318.312500,71177.000000,36.079998,37.730000,0.501461
101856.007813,65585.585938,101779.000000,64843.140625,81292.390625,52275.000000,12732.959961,14741.649414,0.502678
124173.007813,67190.156250,121116.000000,97288.078125,84078.906250,75832.000000,18.039999,16.939999,0.506329
96712.804688,65673.039063,96511.000000,66656.156250,84060.617188,51967.000000,84.459999,87.779999,0.511198
112492.804688,65396.945313,112732.000000,79272.679688,85234.515625,60952.000000,36.079998,13.860000,0.512415
143714.406250,72870.148438,129250.000000,114094.796875,91483.546875,81734.000000,280.440002,261.029999,0.512415
131525.406250,66007.460938,130586.000000,95451.281250,85633.070313,73050.000000,34.439999,8.469999,0.516066
114844.804688,68805.882813,109387.000000,101658.679688,88094.242188,75627.000000,402.619995,66.220001,0.519718
133377.609375,73130.828125,119526.000000,128186.500000,94768.296875,88646.000000,624.839966,167.089996,0.523369
129279.601563,70770.218750,119718.000000,83198.015625,89387.601563,60998.000000,31.980000,43.889999,0.525803
89154.000000,65234.539063,89566.000000,72642.156250,76575.132813,62170.000000,3348.060059,3409.559814,0.528238
128914.804688,70865.890625,119219.000000,115623.281250,96392.203125,78611.000000,5571.899902,5798.100098,0.533106
117466.203125,67449.359375,114134.000000,126369.375000,89970.054688,92050.000000,894.619995,646.029968,0.533106
114280.804688,66922.578125,111913.000000,100389.320313,81190.562500,81033.000000,2131.179932,2038.959961,0.533106
150879.609375,78848.265625,125406.000000,120416.179688,97132.109375,81246.000000,33935.699219,34398.210938,0.539192
85463.406250,62511.078125,89599.000000,61549.199219,81642.046875,49407.000000,45.919998,1.540000,0.541626
110424.007813,66841.687500,108267.000000,70834.062500,85486.648438,54303.000000,68.879997,40.809998,0.542843
103506.007813,65914.921875,102911.000000,84641.218750,77301.062500,71759.000000,18377.839844,17188.708984,0.542843
104299.804688,62462.460938,109432.000000,83107.000000,80746.320313,67452.000000,13.120000,30.799999,0.544060
105412.804688,68535.734375,100799.000000,69457.281250,85365.640625,53323.000000,36.900002,39.270000,0.546495
105484.804688,64026.937500,107971.000000,62788.218750,81769.546875,50323.000000,14.760000,16.170000,0.551363
100278.601563,71623.992188,91755.000000,58456.980469,83256.250000,46015.000000,127.919998,51.590000,0.551363
78234.601563,61543.425781,83310.000000,48000.339844,79194.164063,39722.000000,556.779968,29.259998,0.551363
143052.000000,73427.335938,127678.000000,112592.562500,93024.210938,79322.000000,62.320000,16.170000,0.551363
121078.203125,68576.453125,115710.000000,93490.656250,94206.523438,65038.000000,774.080017,762.299988,0.552580
96842.406250,62415.562500,101684.000000,72462.578125,80169.289063,59236.000000,17.219999,34.649998,0.562317
89877.601563,62169.171875,94745.000000,85468.601563,86985.703125,64393.000000,27.059999,27.719999,0.563535
111129.007813,65627.539063,110974.000000,97837.476563,81723.687500,78458.000000,31.980000,0.000000,0.564752
111084.601563,64728.164063,112471.000000,71158.781250,83480.335938,55863.000000,5391.500000,3901.589844,0.568403
91908.000000,62945.136719,95691.000000,79605.601563,82195.531250,63471.000000,11.480000,10.010000,0.568403
99232.804688,68539.695313,94884.000000,72592.960938,80145.757813,59360.000000,1.640000,8.469999,0.569620
104849.406250,64584.566406,106394.000000,63728.757813,84975.140625,49150.000000,21.320000,24.639999,0.573272
135778.812500,73331.414063,121345.000000,114137.437500,91113.093750,82097.000000,50.840000,30.029999,0.578140
120181.804688,69738.843750,112939.000000,139594.343750,85856.656250,106555.000000,2283.699951,2196.040039,0.580575
102017.406250,68402.671875,97742.000000,75332.578125,80357.367188,61438.000000,7.380000,3.850000,0.583009
119265.007813,70748.492188,110478.000000,95217.578125,87160.640625,71594.000000,37.720001,12.320000,0.585443
83947.203125,61534.613281,89406.000000,77686.796875,73325.484375,69434.000000,156.619995,75.459999,0.586660
73447.203125,62919.082031,76502.000000,52743.218750,79014.765625,43746.000000,22.959999,9.240000,0.586660
103746.007813,65989.523438,103033.000000,64811.160156,88002.992188,48265.000000,164.000000,183.259995,0.589094
109497.601563,68095.453125,105382.000000,74193.601563,93182.421875,52181.000000,23.780001,5.390000,0.590312
106855.203125,65646.093750,106676.000000,67519.617188,83101.062500,53248.000000,7.380000,-5.390000,0.590312
147904.203125,74528.671875,130058.000000,121003.296875,99571.476563,79642.000000,31.980000,22.330000,0.591529
111765.601563,67065.304688,109217.000000,149954.218750,86678.953125,113377.000000,15.580000,46.969997,0.591529
100822.203125,63633.847656,103836.000000,76031.218750,78350.562500,63596.000000,809.339966,1039.500000,0.591529
82122.000000,65615.906250,82022.000000,57042.480469,81060.234375,46118.000000,14.760000,5.390000,0.591529
119447.406250,72242.320313,108359.000000,135738.703125,82512.656250,107811.000000,4382.899902,4341.259766,0.592746
117160.203125,68211.960938,112564.000000,73104.640625,87497.007813,54756.000000,36.900002,16.939999,0.598832
98184.601563,62839.375000,102398.000000,67162.921875,77131.554688,57066.000000,64.779999,21.559999,0.602483
93188.406250,66636.796875,91649.000000,73579.421875,87992.945313,54801.000000,18.039999,10.010000,0.604917
82372.804688,60108.945313,89810.000000,56830.917969,75427.750000,49378.000000,36.079998,0.000000,0.607352
120321.007813,63638.300781,123909.000000,77839.320313,85475.742188,59681.000000,5193.879883,5828.129883,0.607352
72194.406250,58493.113281,80887.000000,65933.742188,72942.382813,59239.000000,120.540001,113.959999,0.608569
103104.601563,65608.289063,102991.000000,86832.257813,83534.773438,68123.000000,1020.080017,800.029968,0.609786
92836.203125,64221.769531,94736.000000,84619.898438,83433.382813,66468.000000,556.779968,627.549988,0.609786
112023.007813,63486.160156,115640.000000,98499.218750,80006.507813,80684.000000,172.199997,147.069992,0.617089
88527.000000,64349.710938,90159.000000,86010.617188,78604.289063,71711.000000,6963.439941,7770.069824,0.617089
127858.804688,71670.484375,116915.000000,94619.796875,88415.250000,70135.000000,37.720001,38.500000,0.618306
106225.804688,69174.125000,100639.000000,62909.578125,85050.898438,48475.000000,113.159996,137.059998,0.618306
110796.601563,64126.449219,113232.000000,78241.937500,82512.609375,62144.000000,866.739990,197.889999,0.619523
117566.406250,64450.773438,119546.000000,73892.656250,83756.429688,57818.000000,309.139984,288.750000,0.620740
128205.007813,69067.359375,121650.000000,155394.921875,82254.757813,123810.000000,28631.119141,27057.798828,0.620740
92012.406250,63971.960938,94262.000000,79842.578125,82223.875000,63638.000000,595.320007,413.489990,0.620740
96000.601563,66961.437500,93957.000000,77687.617188,95635.281250,53237.000000,7133.180176,5957.489746,0.625609
117613.203125,67857.796875,113589.000000,77528.539063,90618.890625,56069.000000,48.380001,41.579998,0.634129
101108.406250,62969.121094,105230.000000,67230.156250,79573.703125,55370.000000,17.219999,27.719999,0.635346
110149.203125,69574.171875,103756.000000,58576.699219,87637.726563,43804.000000,142.679993,120.119995,0.636563
102247.203125,64553.132813,103804.000000,84264.015625,85953.289063,64248.000000,582.200012,554.399963,0.636563
109370.406250,66077.570313,108474.000000,85106.976563,79663.648438,70014.000000,4042.599854,3636.709961,0.637780
166115.406250,78244.429688,139135.000000,124587.515625,110842.171875,73663.000000,40.180000,50.049999,0.640214
87447.601563,61104.234375,93790.000000,54755.500000,74372.156250,48250.000000,854.440002,479.709991,0.641431
112664.406250,66869.296875,110418.000000,71503.179688,87967.570313,53270.000000,41.000000,20.020000,0.642648
80996.406250,63152.027344,84054.000000,75404.742188,77154.179688,64050.000000,37.720001,17.709999,0.645083
114277.203125,73353.750000,102098.000000,72847.976563,90327.421875,52854.000000,29671.699219,32941.371094,0.652386
143545.812500,85661.382813,109821.000000,121882.335938,117609.445313,67917.000000,473.139984,376.529999,0.653603
94714.804688,61211.660156,101406.000000,67513.882813,77361.085938,57194.000000,29.520000,21.559999,0.654820
99175.203125,64065.234375,101452.000000,59750.121094,80280.953125,48776.000000,4.920000,-10.010000,0.657254
124941.601563,73046.726563,112095.000000,72505.218750,95555.781250,49727.000000,9.020000,10.780000,0.659688
124097.406250,80757.531250,100707.000000,112514.656250,92464.429688,79747.000000,1291.500000,646.029968,0.659688
98649.007813,63309.093750,102119.000000,73815.578125,78487.515625,61635.000000,4721.560059,5439.279785,0.660906
124055.406250,68610.710938,118496.000000,115445.335938,90534.960938,83568.000000,39.360001,66.989998,0.665774
90647.406250,61038.238281,97327.000000,54468.500000,77710.851563,45935.000000,27.059999,25.410000,0.669425
113637.007813,71359.718750,104363.000000,81107.015625,86877.554688,61183.000000,6960.160156,7167.159668,0.670643
122455.804688,75089.484375,106876.000000,95664.476563,96590.046875,64908.000000,232.880005,222.529999,0.671860
119050.804688,69878.851563,111652.000000,109500.335938,85459.601563,83972.000000,13701.379883,14902.580078,0.673077
87246.601563,63003.210938,90754.000000,49605.078125,80808.312500,40230.000000,18.860001,0.770000,0.673077
165679.812500,73710.953125,147305.000000,161723.671875,101340.757813,104585.000000,59.040001,22.330000,0.677945
106047.601563,68035.242188,102152.000000,79333.359375,85659.539063,60696.000000,184.500000,149.379990,0.679163
100515.007813,64189.191406,102624.000000,87649.796875,79581.835938,72180.000000,6713.339844,6350.189941,0.679163
113151.007813,72734.156250,101953.000000,75096.421875,83760.554688,58757.000000,20.500000,8.469999,0.694985
77445.000000,61394.660156,82669.000000,61805.859375,75957.484375,53326.000000,10988.000000,1965.039917,0.697420
84952.804688,63674.042969,87437.000000,43647.781250,79677.476563,35901.000000,18.039999,-17.709999,0.697420
119186.406250,66760.117188,117001.000000,143814.062500,81816.359375,115197.000000,54536.558594,59120.597656,0.702288
97708.804688,60509.179688,105826.000000,65143.257813,79174.148438,53922.000000,328.820007,343.419983,0.702288
102462.007813,60842.558594,110366.000000,61694.339844,76998.671875,52510.000000,11.480000,12.320000,0.704723
121114.203125,76084.281250,104323.000000,80706.039063,93509.031250,56563.000000,58.220001,37.730000,0.704723
99443.406250,70997.273438,91794.000000,85701.476563,103790.734375,54114.000000,3650.639893,3879.260010,0.705940
97639.203125,67460.335938,94854.000000,87461.203125,85450.632813,67078.000000,23731.619141,23737.558594,0.705940
107121.601563,67827.882813,103502.000000,84121.335938,83476.820313,66042.000000,31.160000,31.570000,0.710808
85539.000000,60802.660156,92198.000000,53594.378906,74329.390625,47254.000000,5.740000,25.410000,0.710808
131700.000000,69409.101563,124351.000000,109703.695313,91429.281250,78635.000000,36.900002,54.669998,0.712025
100562.406250,68095.203125,96783.000000,88638.718750,95075.648438,61099.000000,24.600000,-3.080000,0.716894
88669.203125,61461.757813,94547.000000,47541.960938,77291.804688,40311.000000,697.820007,934.779968,0.719328
101273.406250,65596.507813,101180.000000,83207.039063,77467.000000,70392.000000,177.119995,163.239990,0.729065
119463.007813,67277.312500,116371.000000,103540.578125,85140.789063,79699.000000,80.360001,93.169998,0.729065
99993.601563,67446.625000,97161.000000,96463.156250,87172.117188,72521.000000,14.760000,5.390000,0.735151
104559.007813,66349.515625,103277.000000,54825.199219,79525.117188,45181.000000,879.859985,1137.289917,0.737585
135796.203125,75370.640625,118077.000000,83705.601563,88764.421875,61801.000000,21.320000,33.879997,0.737585
87959.406250,58337.542969,98813.000000,55823.960938,72801.203125,50253.000000,644.520020,415.029999,0.738802
91543.804688,63107.226563,95067.000000,75059.515625,74569.117188,65967.000000,24.600000,6.930000,0.740019
99762.007813,65889.359375,99227.000000,68018.179688,83974.898438,53083.000000,35.259998,13.090000,0.741237
123937.804688,74870.382813,108486.000000,99946.515625,90045.570313,72742.000000,1576.040039,1225.069946,0.746105
102754.203125,64512.757813,104384.000000,70943.117188,91263.500000,50944.000000,20.500000,17.709999,0.750974
107884.804688,65614.335938,107756.000000,77372.742188,84404.757813,60076.000000,36.079998,26.949999,0.750974
142475.406250,67315.523438,138709.000000,98749.320313,84542.398438,76549.000000,42.639999,27.719999,0.753408
111007.203125,66311.500000,109709.000000,75766.359375,80491.242188,61689.000000,8074.540039,1620.849976,0.755842
123386.406250,68361.875000,118286.000000,84757.656250,86621.304688,64126.000000,43.459999,47.739998,0.755842
126289.804688,77357.960938,106990.000000,92737.898438,92740.726563,65534.000000,36.079998,1.540000,0.757059
118255.203125,67791.335938,114321.000000,86240.218750,86656.734375,65221.000000,12301.639648,11747.120117,0.763145
107753.406250,65759.000000,107388.000000,74879.117188,79694.656250,61576.000000,31.980000,16.939999,0.763145
119450.406250,72976.195313,107272.000000,67882.882813,89354.312500,49788.000000,31.980000,10.780000,0.764362
140983.203125,76709.882813,120447.000000,128744.101563,92434.992188,91279.000000,39.360001,19.250000,0.764362
104608.203125,70969.710938,96599.000000,72218.218750,81261.156250,58243.000000,350.959991,184.799988,0.764362
167033.406250,81685.710938,134010.000000,144103.515625,93870.820313,100606.000000,51.660000,107.029999,0.764362
81534.601563,64056.343750,83418.000000,84965.117188,72965.296875,76314.000000,56.579998,92.399994,0.764362
84405.000000,60527.039063,91390.000000,43590.378906,75371.726563,37902.000000,639.599976,689.149963,0.764362
102451.804688,64645.554688,103863.000000,72774.179688,80601.101563,59172.000000,2910.179932,2142.909912,0.764362
114454.804688,69307.835938,108226.000000,89467.742188,93816.726563,62498.000000,15722.679688,17867.849609,0.764362
105795.601563,65584.109375,105718.000000,78746.242188,82048.929688,62898.000000,1.640000,6.930000,0.766796
102981.601563,63360.199219,106518.000000,68442.937500,85278.460938,52598.000000,22.959999,23.099998,0.768014
139220.406250,76025.937500,120011.000000,102036.695313,85948.820313,77803.000000,8261.500000,2445.520020,0.768014
119212.804688,68186.414063,114579.000000,86109.015625,99621.171875,56647.000000,5785.919922,6468.000000,0.776534
80734.203125,64077.375000,82572.000000,45601.839844,76621.945313,39004.000000,163.179993,85.470001,0.776534
152221.203125,83466.937500,119520.000000,151918.937500,83592.148438,119104.000000,234.520004,264.880005,0.776534
98834.406250,64097.804688,101052.000000,78264.078125,79932.593750,64168.000000,831.479980,623.700012,0.777751
125950.804688,71034.164063,116202.000000,107071.500000,105681.460938,66398.000000,956.119995,937.089966,0.780185
104799.601563,64800.558594,105989.000000,72005.015625,82221.187500,57393.000000,221.399994,135.519989,0.792356
141630.000000,73365.718750,126515.000000,124239.835938,95687.937500,85091.000000,241.080002,207.129990,0.793573
142966.203125,94135.835938,99531.000000,170420.593750,80468.921875,138795.000000,45.919998,45.430000,0.794791
75946.203125,56689.335938,87798.000000,51715.757813,73447.695313,46145.000000,30.340000,14.629999,0.794791
117036.601563,72564.226563,105701.000000,77524.437500,96478.257813,52661.000000,1150.459961,170.169998,0.796008
135690.609375,70123.328125,126814.000000,92081.078125,87309.039063,69118.000000,12677.200195,13290.969727,0.797225
99038.406250,63436.617188,102316.000000,94786.257813,78251.437500,79384.000000,12006.439453,13219.359375,0.798442
116929.804688,70956.054688,107998.000000,100084.281250,81295.992188,80682.000000,9746.519531,5064.290039,0.800876
85734.000000,60137.679688,93430.000000,53914.179688,73804.562500,47874.000000,47.560001,54.669998,0.804528
116430.601563,66681.781250,114430.000000,89102.835938,82779.671875,70542.000000,27.059999,6.160000,0.804528
101443.804688,65095.039063,102131.000000,87394.781250,80838.718750,70851.000000,892.159973,210.979996,0.804528
125613.007813,66547.359375,123704.000000,85607.179688,84457.648438,66428.000000,18.039999,6.160000,0.805745
126446.406250,72876.546875,113710.000000,105774.257813,96818.648438,71598.000000,157.440002,146.300003,0.808179
95242.804688,60896.519531,102499.000000,64969.417969,75377.273438,56487.000000,1070.920044,1124.969971,0.808179
117935.406250,71818.312500,107619.000000,62311.800781,91310.203125,44723.000000,18.860001,10.010000,0.813048
79534.203125,61969.937500,84111.000000,52302.878906,79797.960938,42955.000000,1.640000,20.789999,0.814265
120000.007813,64456.359375,122010.000000,103682.437500,79968.609375,84970.000000,77.080002,72.379997,0.820351
102827.406250,64574.796875,104358.000000,62656.199219,78384.242188,52386.000000,2855.239990,2710.399902,0.822785
105837.601563,74112.335938,93590.000000,59825.558594,87504.523438,44806.000000,2276.320068,2162.159912,0.822785
114895.804688,68863.507813,109344.000000,125708.460938,86552.679688,95184.000000,50.840000,26.949999,0.822785
109053.007813,71867.125000,99446.000000,66962.015625,91842.593750,47782.000000,39.360001,7.700000,0.822785
112213.804688,64709.531250,113647.000000,67745.117188,84170.554688,52747.000000,1685.099976,1372.140015,0.826436
116407.804688,68186.421875,111883.000000,70665.960938,83753.773438,55295.000000,631.400024,592.130005,0.826436
111680.406250,63886.445313,114564.000000,64939.078125,80456.882813,52896.000000,54.939999,25.410000,0.826436
128224.804688,71601.289063,117363.000000,105606.976563,89056.921875,77715.000000,58.220001,36.189999,0.826436
94135.804688,64584.957031,95522.000000,90612.460938,71045.125000,83586.000000,18.860001,26.949999,0.832522
107743.203125,66048.601563,106907.000000,67827.117188,86442.218750,51423.000000,27.879999,35.419998,0.842259
108218.406250,76139.882813,93147.000000,93212.679688,87771.179688,69599.000000,18.039999,-2.310000,0.845910
119382.601563,69435.546875,112678.000000,100529.539063,88222.820313,74678.000000,491.179993,406.559998,0.847127
105729.007813,64635.515625,107202.000000,76228.015625,80692.609375,61910.000000,1430.079956,695.309998,0.848345
157448.406250,74827.328125,137898.000000,104870.617188,87326.890625,78702.000000,19905.500000,14896.419922,0.848345
122344.203125,69230.671875,115815.000000,96636.179688,91320.218750,69351.000000,2645.320068,608.299988,0.848345
159420.609375,85697.328125,121915.000000,148818.515625,103351.492188,94367.000000,1634.260010,2355.429932,0.854430
136403.406250,79033.617188,113108.000000,128003.640625,111714.250000,75092.000000,8725.620117,9564.939453,0.856865
107247.007813,68187.273438,103077.000000,100104.781250,82979.812500,79061.000000,9.840000,-5.390000,0.861733
126766.203125,72076.468750,115263.000000,79834.382813,93484.125000,55967.000000,45.919998,24.639999,0.862950
78561.000000,63223.105469,81435.000000,56674.300781,78320.796875,47423.000000,22.139999,10.010000,0.867819
96745.203125,64301.226563,98603.000000,57330.300781,80126.226563,46891.000000,35.259998,25.410000,0.870253
127870.804688,67228.296875,124652.000000,83413.679688,91457.515625,59772.000000,1584.239990,1459.150024,0.870253
149411.406250,72662.851563,134757.000000,123076.257813,95761.867188,84229.000000,4453.419922,4502.959961,0.870253
107862.007813,66072.000000,106987.000000,58244.597656,83185.164063,45887.000000,19917.800781,16297.819336,0.870253
86887.203125,60098.792969,94748.000000,52098.699219,77775.414063,43900.000000,36.079998,10.010000,0.872687
117397.804688,67233.367188,114434.000000,77760.601563,90244.710938,56470.000000,118.900002,60.829998,0.873905
141930.000000,83926.062500,110830.000000,166195.953125,139613.625000,78014.000000,3608.000000,3549.699951,0.875122
91788.000000,64188.429688,93715.000000,62722.621094,79905.718750,51443.000000,1620.319946,897.820007,0.875122
83495.406250,63206.980469,86572.000000,68201.859375,79098.125000,56508.000000,516.599976,551.320007,0.875122
139609.203125,69967.414063,130767.000000,102220.382813,87617.101563,76459.000000,856.080017,194.039993,0.876339
84963.601563,60524.296875,91999.000000,71183.382813,75497.640625,61791.000000,130.380005,153.229996,0.879990
136438.203125,75577.843750,118310.000000,119202.578125,100600.875000,77654.000000,1170.959961,1186.569946,0.879990
97281.601563,57729.789063,110436.000000,47593.621094,75376.882813,41380.000000,45.099998,-8.469999,0.879990
114216.601563,68635.953125,109058.000000,75564.640625,87331.226563,56706.000000,14.760000,25.410000,0.887293
109810.804688,68628.867188,104862.000000,78568.296875,89920.921875,57262.000000,23952.199219,26953.080078,0.888510
90214.203125,62669.230469,94341.000000,46846.597656,84939.507813,36145.000000,21.320000,6.930000,0.888510
127703.406250,67924.406250,123213.000000,115756.117188,83713.406250,90621.000000,32.799999,40.040001,0.888510
123696.601563,68107.640625,119026.000000,142340.515625,80460.484375,115938.000000,413.279999,308.769989,0.889727
99385.804688,62685.003906,103906.000000,62956.320313,77382.976563,53318.000000,1264.439941,1195.039917,0.893379
134346.609375,71740.851563,122727.000000,123181.218750,88448.742188,91271.000000,23128.919922,27457.429688,0.897030
133867.203125,70982.242188,123596.000000,93923.617188,85992.992188,71580.000000,9559.559570,4275.810059,0.901899
115783.804688,68675.960938,110490.000000,62566.000000,92495.500000,44330.000000,191.880005,78.540001,0.901899
168283.812500,74437.921875,148159.000000,116919.695313,96617.570313,79307.000000,42.639999,24.639999,0.903116
101842.203125,64038.937500,104223.000000,55810.839844,75379.078125,48523.000000,953.659973,1007.159973,0.909202
93020.406250,64540.628906,94455.000000,55747.699219,76153.851563,47975.000000,77.900002,70.070000,0.915287
116499.601563,82764.242188,92249.000000,48694.058594,95852.398438,33293.000000,36.079998,6.930000,0.915287
101563.203125,66593.757813,99950.000000,72844.703125,80150.937500,59562.000000,50.020000,55.439999,0.916504
91612.203125,78739.640625,76250.000000,99937.500000,88128.109375,74318.000000,3902.379883,3217.829834,0.922590
100997.406250,69637.414063,95049.000000,82339.476563,89707.914063,60153.000000,297.660004,187.110001,0.925024
115183.203125,66494.421875,113523.000000,90850.257813,84239.484375,70679.000000,16.400000,30.799999,0.927459
131290.812500,73982.171875,116302.000000,103844.796875,92228.929688,73790.000000,36.900002,44.660000,0.929893
99826.203125,66936.195313,97738.000000,86047.515625,89804.929688,62794.000000,91.839996,36.189999,0.931110
91180.804688,61434.019531,97269.000000,73372.781250,77034.312500,62421.000000,26.240000,13.090000,0.931110
115512.601563,64033.515625,118223.000000,85358.718750,85323.570313,65563.000000,1175.880005,776.159973,0.932327
151468.203125,72611.312500,136709.000000,101610.296875,89928.726563,74049.000000,49.200001,56.209999,0.939630
108719.406250,72555.625000,98201.000000,71911.539063,94118.484375,50073.000000,199.259995,217.139999,0.943281
114549.601563,68516.273438,109567.000000,80753.601563,89865.476563,58891.000000,16.400000,0.770000,0.945716
131136.609375,72458.601563,118608.000000,111945.578125,93845.500000,78176.000000,26.240000,31.570000,0.948150
103128.007813,63416.937500,106574.000000,83964.718750,78468.929688,70126.000000,34.439999,8.469999,0.948150
99308.406250,66389.304688,98032.000000,77731.078125,82999.609375,61376.000000,382.940002,228.689987,0.948150
129111.601563,69441.031250,121851.000000,98510.695313,89807.570313,71887.000000,39.360001,-23.099998,0.948150
112482.007813,72987.070313,100999.000000,93562.000000,101647.453125,60323.000000,22.959999,30.799999,0.953019
82497.601563,59333.234375,91122.000000,47013.058594,77138.039063,39942.000000,11.480000,15.400000,0.954236
111944.406250,65090.261719,112711.000000,73244.859375,81720.406250,58739.000000,10.660000,1.540000,0.955453
91257.601563,63356.449219,94397.000000,74535.539063,85864.773438,56889.000000,2382.919922,2430.889893,0.959104
91035.000000,65007.574219,91775.000000,74215.742188,80019.125000,60783.000000,21.320000,10.780000,0.959104
76740.000000,67985.578125,73975.000000,55618.960938,83688.304688,43555.000000,179.580002,135.519989,0.961538
96661.804688,62444.093750,101448.000000,62707.859375,78722.359375,52204.000000,24.600000,23.869999,0.961538
84397.804688,60507.312500,91412.000000,59734.539063,77428.062500,50560.000000,23.780001,3.850000,0.962756
134455.812500,65750.093750,134018.000000,117801.195313,80834.906250,95506.000000,1289.040039,1171.939941,0.962756
